ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
a5369,"""Steps toward large-scale data integration in the sciences : summary of a workshop""","""Scott Weidman and Thomas Arrison, rapporteurs ; Committee on Applied and Theoretical Statistics, Division on Engineering and Physical Sciences ; Policy and Global Affairs Division ; National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, [2010] ©2010""","""Books""",9780309154437,"""nan""","""nan"""
a5370,"""SPSS 7.5 guide to data analysis""","""Marija J. Norušis""","""Upper Saddle River, N.J. : Prentice Hall, 1997.""","""Books""",9780136568773,"""nan""","""nan"""
a5371,"""The future of spatial data and society : summary of a workshop""","""Mapping Science Committee, Board on Earth Sciences and Resources, Commission on Geosciences, Environment, and Resources, National Research Council""","""Washington, D.C. : National Academy Press, 1997.""","""Books""",9780309057356,"""Compass series (Washington, D.C.),""","""nan"""
a2962,"""Practical concurrent Haskell : with big data applications""","""Stefania Loredana Nita, Marius Mihailescu""","""[United States] : Apress, 2017. New York, NY : Distributed to the book trade worldwide by Springer, ©2017""","""Books""",9781484227817,"""nan""","""nan"""
a2969,"""Database management in science and technology : a CODATA sourcebook on the use of computers in data activities""","""edited by John R. Rumble, Jr., and Viktor E. Hampel ; sponsored by CODATA""","""Amsterdam ; New York : North-Holland ; New York, N.Y., U.S.A. : Sole distributors for the U.S.A. and Canada, Elsevier Science Pub. Co., 1984.""","""Books""",9780444868657,"""nan""","""nan"""
a5375,"""Formal theories of politics : mathematical modelling in political science""","""guest editor, P.E. Johnson ; general editor, E.Y. Rodin""","""Oxford ; New York : Pergamon Press, [1989] ©1989""","""Books""",9781483297743,"""International series in modern applied mathematics and computer science ; v. 20,""","""nan"""
a2973,"""Emerging research in artificial intelligence and computational intelligence : International Conference, AICI 2012, Chengdu, China, October 26-28, 2012. Proceedings""","""Jingsheng Lei...[and others] (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642342400,"""Communications in computer and information science ; 315,""","""nan"""
a5376,"""Cyber Security and Privacy : Third Cyber Security and Privacy EU Forum, CSP Forum 2014, Athens, Greece, May 21-22, 2014, revised selected papers""","""edited by Frances Cleary, Massimo Felici""","""Cham : Springer, 2014.""","""Books""",9783319125749,"""Communications in computer and information science ; 470,""","""nan"""
a5372,"""Advances in K-means clustering : a data mining thinking""","""Junjie Wu""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642298073,"""Springer theses,""","""nan"""
a2976,"""The computational complexity of equivalence and isomorphism problems""","""Thomas Thierauf""","""Berlin ; New York : Springer, [2000] ©2000""","""Books""",9783540410324,"""Lecture notes in computer science ; 1852,""","""nan"""
a5380,"""Parallel computing : accelerating computational science and engineering (CSE)""","""edited by Michael Bader [and five others]""","""Amsterdam, Netherlands ; Fairfax, Virginia : IOS Press, 2014. ©2014""","""Books""",9781614993810,"""Advances in Parallel Computing,""","""nan"""
a5381,"""Algorithms -- ESA 2015 : 23rd Annual European Symposium, Patras, Greece, September 14-16, 2015, proceedings""","""Nikhil Bansal, Irene Finocchi (eds.)""","""Heidelberg : Springer, 2015.""","""Books""",9783662483503,"""Lecture notes in computer science ; 9294,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
a540,"""Data Visualization '99 : proceedings of the Joint EUROGRAPHICS and IEEE TCVG, Symposium on Visualization in Vienna, Austria, May 26-28, 1999""","""E. Gröller, H. Löffelmann, W. Ribarsky (eds.)""","""Wien ; New York : Springer, 1999.""","""Books""",9783211833445,"""Springer computer science,Eurographics,,""","""nan"""
a544,"""U- and E-Service, science and technology : International Conference, UNESST 2011, held as part of the Future Generation Information Technology Conference, FGIT 2011, in conjunction with GDC 2011, Jeju Island, Korea, December 8-10, 2011. Proceedings""","""Tai-hoon Kim...[and others] (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642272103,"""Communications in computer and information science ; 264,""","""nan"""
a539,"""Mastering Python for data science : explore the world of data science through Python and learn how to make sense of data""","""Samir Madhavan""","""Brimingham, UK : Packt Publishing, 2015. ©2015""","""Books""",9781784392628,"""Community experience distilled,""","""nan"""
a5385,"""Modeling uncertainty in the earth sciences""","""Jef Caers""","""Hoboken, NJ : Wiley, 2012.""","""Books""",9781119995920,"""nan""","""nan"""
a548,"""Social network analysis""","""David Knoke, Song Yang""","""Second edition. Los Angeles, : Sage Publications, [2008] ©2008""","""Books""",9781412927499,"""Quantitative applications in the social sciences ; no. 07-154,""","""nan"""
a547,"""Combinatorial maps : efficient data structures for computer graphics and image processing""","""Guillaume Damiand, Pascal Lienhardt""","""Boca Raton : CRC Press/Taylor & Francis Group, [2015]""","""Books""",9781482206524,"""nan""","""nan"""
a5391,"""Theory of quantum computation, communication, and cryptography : 7th Conference, TQC 2012, Tokyo, Japan, May 17-19, 2012, revised selected papers""","""Kazuo Iwama, Yasuhito Kawano, Mio Murao (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642356568,"""Lecture notes in computer science ; 7582,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
a2989,"""Graph Transformation 10th International Conference, ICGT 2017, Held as Part of STAF 2017, Marburg, Germany, July 18-19, 2017, Proceedings""","""edited by Juan de Lara, Detlef Plump""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319614700,"""Lecture notes in computer science ; 10373,""","""nan"""
a5393,"""Post-quantum cryptography : 4th International Workshop, PQCrypto 2011, Taipei, Taiwan, November 29 - December 2, 2011. Proceedings""","""Bo-Yin Yang (ed.)""","""Heidelberg ; New York : Springer-Verlag Berlin Heidelberg, [2011] ©2011""","""Books""",9783642254055,"""Lecture notes in computer science ; 7071,""","""nan"""
a5394,"""GIS and geocomputation for water resource science and engineering""","""Barnali Dixon, Venkatesh Uddameri""","""Chichester, West Sussex, UK : John Wiley & Sons, Ltd, [2016] ©2016""","""Books""",9781118826188,"""nan""","""nan"""
a5397,"""Data Management Technologies and Applications 5th International Conference, DATA 2016, Colmar, France, July 24-26, 2016, Revised Selected Papers""","""edited by Chiara Francalanci, Markus Helfert""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319629117,"""Communications in computer and information science ; 737,""","""nan"""
a5399,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan"""
a2999,"""Dissemination of information in communication networks : broadcasting, gossiping, leader election, and fault-tolerance""","""J. Hromkovic̆ ... [and others]""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540008460,"""Texts in theoretical computer science,EATCS monographs on theoretical computer science,""","""nan"""
a560,"""Applied parallel computing : computations in physics, chemistry, and engineering science : second international workshop, PARA '95, Lyngby, Denmark, August 21-24, 1995 : proceedings""","""Jack Dongarra, Kaj Madsen, Jerzy Waśniewski (eds.)""","""Berlin ; New York : Springer, [1996] ©1996""","""Books""",9783540609025,"""Lecture notes in computer science ; 1041,""","""nan"""
a3002,"""Number by colors : a guide to using color to understand technical data""","""Brand Fortner, Theodore E. Meyer""","""Santa Clara, Calif. : TELOS, Electronic Library of Science, [1997] ©1997""","""Books""",9780387946856,"""nan""","""nan"""
a5406,"""The papers of the Twentieth SIGCSE Technical Symposium on Computer Science Education""","""sponsored by the Association for Computing Machinery, Special Interest Group on Computer Science Education, Louisville, Kentucky, February 23-25, 1989 ; edited by Robert A. Barrett, Maynard J. Mansfield""","""New York, N.Y. : The Group, [1989] ©1989""","""Books""",9780897912983,"""SIGCSE bulletin. v. 21, no. 1 (Feb. 1989),""","""nan"""
a5405,"""Single-component and binary non-silicate oxide glasses""","""O.V. Mazurin, M.V. Streltsina, and T.P. Shvaiko-Shvaikovskaya""","""Amsterdam ; New York : Elsevier ; New York, NY, U.S.A. : Distributors for the U.S. and Canada, Elsevier Science Pub. Co., 1985.""","""Books""",9780444424846,"""Handbook of glass data ; pt. B,Physical sciences data ; 15,""","""nan"""
a565,"""Model and data engineering : 6th International Conference, MEDI 2016, Almería, Spain, September 21-23, 2016, Proceedings""","""Ladjel Bellatreche, Óscar Pastor, Jesús M. Almendros Jiménez, Yamine Aït-Ameur (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319455471,"""Lecture notes in computer science ; 9893,LNCS sublibrary. Programming and software engineering,""","""nan"""
a5409,"""Web-age information management : 17th International Conference, WAIM 2016, Nanchang, China, June 3-5, 2016, Proceedings. Part II""","""Bin Cui, Nan Zhang, Jianliang Xu, Xiang Lian, Dexi Liu (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319399584,"""Lecture notes in computer science ; 9659,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a3009,"""Digital watermarking : First International Workshop, IWDW 2002, Seoul, Korea, November 21-22, 2002 : revised papers""","""Fabien A.P. Petitcolas, Hyoung Joong Kim, (eds.)""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540012177,"""Lecture notes in computer science ; 2613,""","""nan"""
a5413,"""Data structures using Java""","""Duncan A. Buell""","""Burlington, Mass. : Jones & Bartlett Learning, [2013] ©2013""","""Books""",9781449628079,"""nan""","""nan"""
a5416,"""Data modeling fundamentals : a practical guide for IT professionals""","""Paulraj Ponniah""","""Hoboken, N.J. : Wiley-Interscience, [2007] ©2007""","""Books""",9780470141021,"""nan""","""nan"""
a576,"""Graph-theoretic concepts in computer science : 27th international workshop, WG 2001, Boltenhagen, Germany, June 14-16, 2001 : proceedings""","""Andreas Brandstädt, Van Bang Le (eds.)""","""Berlin : Springer, 2001.""","""Books""",9783540427070,"""Lecture notes in computer science. 2204,""","""nan"""
a5418,"""Geo-spatial knowledge and intelligence : 4th International Conference on Geo-Informatics in Resource Management and Sustainable Ecosystem, GRMSE 2016, Hong Kong, China, November 18-20, 2016, Revised selected papers. Part I""","""Hanning Yuan, Jing Geng, Fuling Bian (eds.)""","""Singapore : Springer, 2017.""","""Books""",9789811039669,"""Communications in computer and information science ; 698,""","""nan"""
a5420,"""Building a digital network : data communications and digital telephony, 1950-1990""","""Bryan Dewalt""","""Ottawa : National Museum of Science and Technology, 1992.""","""Books""",9780660120188,"""Transformation series = Collection Transformation, 2,Transformation series. 2,""","""nan"""
a3020,"""The fractal structure of data reference : applications to the memory hierarchy""","""by Bruce McNutt""","""Boston, MA : Kluwer Academic, [2000] ©2000""","""Books""",9780792379454,"""Kluwer international series on advances in database systems ; 22,""","""nan"""
a5423,"""Handbook on mass spectrometry instrumentation, data and analysis, and applications""","""J.K. Lang, editor""","""New York : Nova Science Publishers, c2009.""","""Books""",9781612096926,"""Advances in chemistry research series,Advances in Chemistry Research,""","""nan"""
a3023,"""Data communications in the ISDN era : proceedings of the IFIP TC6 First International Conference on Data Communications in the ISDN Era, Tel-Aviv, Israel, 4-5 March, 1985""","""edited by Y. Perry""","""Participants edition. Amsterdam ; New York : North-Holland ; New York, N.Y., U.S.A. : Sole distributors for the U.S.A. and Canada, Elsevier Science Pub. Co., 1985.""","""Books""",9780444877208,"""nan""","""nan"""
